strategy_id	strategy_name	strategy_description	strategy_answerset_id
420	"iene de kop verdreeien"	"iemand het hoofd op hol brengen"	Drents
421	"iên de hoed volschrobben"	"iemand de huid volschelden"	Drents
422	"der 'n bongel in gooien"	"roet in het eten gooien"	Drents
423	"(iene) 'n minne pieke zetten"	"(iemand) iets voordoen dat hij niet durft nadoen"	Drents
424	"eén 'n piek steken/zetten"	"iemand een hak zetten"	Drents
425	"(een) gerief doen"	"(iemand) een dienst bewijzen"	Drents
426	"wat gram wezen"	"genoeg van iets hebben"	Drents
427	"eén haalf staon"	"iemand ter zijde staan"	Drents
428	"eén haalfweg kommen"	"iemand die iets tegen je wil ondernemen, de pas afsnijden"	Drents
429	"(iene) troef geven"	"(iemand) op de kop zitten)"	Drents
430	"der gien kuunschop an hebben"	"het niet kennen"	Drents
431	"zuk de buus oetlachen"	"zich een kriek lachen"	Drents
432	"t gien woord hebben willen"	"er niet voor willen uitkomen"	Drents
433	"een 'n nei buisien anmeten"	"iemand op zijn falie geven"	Drents
434	"zuk reur geven"	"zich roeren, van zijn aanwezigheid blijk geven"	Drents
435	"hum de hals schrommen"	"zijn keel schrapen"	Drents
436	"eén de baôrd derof geven"	"iemand duchtig terechtzetten"	Drents
437	"eén bij de bok doón"	"iemand bedonderen"	Drents
438	"éen op de botten zitten"	"iemand achter de vodden zitten"	Drents
439	"eene op 't eed jaogen"	"iemand dwingen de waarheid te zeggen"	Drents
440	"een nao de mond flikkeren"	"iemand naar de mond praten, flikflooien tegen iemand"	Drents
441	"(een) diep in 't geloov' hebben"	"smoorverliefd gemaakt hebben"	Drents
442	"'t is 'm in de hoozen zakt"	"het erbij laten zitten"	Drents
443	"hum op 't jak laot'n zitt'n"	"zich op de kop laten zitten"	Drents
444	"een boven in de kop zitten"	"voortdurend iemands gedachten in beslag nemen"	Drents
445	"(ien) op 't laer geven"	"(iemand) op zijn falie geven"	Drents
446	"loer hebben op"	"een oogje hebben op"	Drents
447	"loer hebben in"	"trek hebben in"	Drents
448	"eén over 't mat lopen"	"iemand betrappen"	Drents
449	"eén niks in de reken hebben"	"iemand helemaal niet tellen, erg onbeduidend vinden"	Drents
451	"een op 't woord hebben"	"iemand als onderwerp van gesprek hebben: roddelen over iemand"	Drents
452	"t er deur drieven"	"er een potje van maken"	Drents
453	"t an de loop hebben"	"het aan de gang hebben"	Drents
454	"t er an geven"	"ermee ophouden"	Drents
455	"wat um haans hebben"	"met iets bezig zijn"	Drents
456	"t op d'oren of waogen"	"het uiterste riskeren"	Drents
457	"?wat op 't jak geven"	"wat op z'n falie geven"	Drents
458	"t veur de krenten kriegen"	"ontroerd raken"	Drents
459	"wat in de musse hebben"	"iets in de zin hebben"	Drents
460	"wat niks in de reken hebben"	"iets helemaal niet tellen, erg onbeduidend vinden"	Drents
461	"wat in de slenter hebben"	"ergens de slag van te pakken hebben"	Drents
462	"de vrouw in 't bedde hebben"	"een jonge zoon of dochter hebben gekregen"	Drents
463	"er de börst tegen toe kriegen"	"er genoeg van krijgen"	Drents
464	"er 't gezeg over hebben"	"persoon die de zeggenschap over iets heeft"	Drents
465	"d' hakken in d' wal trekken"	"zich eruit terugtrekken"	Drents
466	"zich 't gat oet de hengen lopen"	"zich de benen uit het lijf lopen"	Drents
467	"de kat in 't gaoren hebben"	"onenigheid hebben"	Drents
468	"De ketel an 't gat kriegen"	"ontslag krijgen"	Drents
469	"t oet de kiek kennen"	"erg handig in iets zijn"	Drents
470	"t an de pan laoten branden"	"het erbij laten zitten"	Drents
471	"de pokkel er bijlangs dreien"	"zich niet inspannen, zich aan het werk onttrekken"	Drents
472	"de sjars der goód in hebben"	"de vaart er goed in hebben"	Drents
473	"de stik van de duer doen"	"de deur ontsluiten"	Drents
474	"t in d' weet hebben"	"er weet van hebben"	Drents
475	"t op zak hebben"	"het op de heupen hebben"	Drents
476	"de kop in ien zak hebben"	"onder één hoedje spelen"	Drents
477	"t op de zaemels krieg'n"	"het op de zenuwen, te kwaad krijgen"	Drents
478	"de mooisge eier boven in de körf lekgen"	"de zaak van zijn mooiste kant laten zien"	Drents
479	"de mal mienen in de kop kriegen"	"rare kuren in de kop krijgen"	Drents
480	"achternao kiek ei 'n aop in de kont"	"achteraf is het gemakkelijk te zeggen hoe het had gemoeten"	Drents
481	"n boom in 't lief hebben"	"een fikse hoeveelheid hebben gegeten"	Drents
482	"n dobbe in de rug hebben"	"een doorgezakte rug hebben"	Drents
483	"n dobbel op wat waogen"	"een gokje op iets wagen"	Drents
484	"een knuppe in de neuze dreeien"	"bij de neus nemen"	Drents
485	"een p veur wat zet'n"	"een stokje voor iets steken"	Drents
486	"een proestert in dhoed hebben"	"zwaar beschonken zijn"	Drents
487	"een dikke bok ant touw hebben"	"een fiks stuk in de kraag hebben, flink dronken zijn"	Drents
489	"n lange neuz' over wat kriegen"	"een terechtwijzing over iets krijgen"	Drents
490	"n goed oog op ien hebben"	"een oogje op iemand hebben"	Drents
491	"t an de ruumte hebben"	"ruimte genoeg hebben"	Drents
492	"kop dur d' haalster hebben"	"de moeilijkheden, b.v. geldnood, te boven zijn"	Drents
493	"haozevellen in d' klompen hebben"	"erg hard kunnen lopen"	Drents
494	"koffie met bruggen opzetten"	klaarzetten	Drents
495	"deur de reep voord worden"	"weinig te eten krijgen"	Drents
496	"d'r rink maank hollen"	"zich er fiks in weren"	Drents
497	"er roet overhen wassen laoten"	"iets met het verstrijken der tijd als afgedaan, bijgelegd beschouwen"	Drents
498	"schrok in de maog hebben"	"honger hebben"	Drents
499	"schuld met een hebben"	"zich jegens iemand schuldig gemaakt hebben"	Drents
500	"vet in aandermans schöttel zien"	"(menen te) zien dat een ander het best heeft, dat hij er goed van eet"	Drents
501	"mekear in 't naodgaoren zitten"	"met elkaar twisten"	Drents
502	"hum zöls achter 't oor wèzen"	"zichzelf benadelen, te kort doen"	Drents
504	"de wereld veur 'n doedelzak ankieken"	"staan te suizebollen"	Drents
505	"de pet in d' oogen trekken"	"zich schamen"	Drents
507	"braand in d'hoed hebben um"	"erop gebrand zijn om"	Drents
508	"liefzeert in dik toon hebben"	"voorgeven ziek te zijn"	Drents
509	"iên of een wat in de hals hangen"	"iemand iets aan de neus hangen"	Drents
510	"een de horens in de zied zetten"	"iemand tonen dat men niet met zich laat spotten"	Drents
511	"eén d'kaôr op d'hakken schoeven"	"iemand met enige dwang ertoe bewegen"	Drents
512	"eén wat op nak doón"	?	Drents
513	"t an d' stek kriegen met"	"het aan de stok krijgen met"	Drents
514	"eén haogel op d' hoed weden"	"verbeten kwaad zijn op iemand"	Drents
515	"een 't haor oet d' oogen strieken"	"iemand de loef afsteken"	Drents
516	"(eene) de kop op schrollen maeken"	"(iemand) driftig maken"	Drents
517	"(een) 't d'r an dreien"	"(iemand) te grazen nemen"	Drents
518	"mit ien op de loop wèzen"	"erg enthousiast over iemand zijn"	Drents
519	"met 'n metworst nao 'n zie spek gooien"	"weinig geven met het doel veel te krijgen"	Drents
520	"met wat op 't rebat komme"	"met iets op de proppen komen"	Drents
521	"met de ribben döör de longen waerumstompelen"	struikelen	Drents
522	"unner struksie van (ien) staon"	"iemands aanwijzingen moeten volgen"	Drents
523	"t an 't enn kriegej met iemand"	"t aan de stok krijgen met iemand"	Drents
524	"ien al te kört an de bleut kommen"	"iemand te dicht op de huid komen"	Drents
525	"t mit (ien) in 't fiene hebben"	"het met iemand aan de stok hebben"	Drents
526	"eén van Leiden op Delft geven"	"iemand fiks afdrogen"	Drents
527	"t an de loop hebben met een"	"verkering hebben met iemand"	Drents
528	"der niks met an de pet hebben"	"zich er niet aan storen"	Drents
529	"t met (ien) in 't wiere hebben"	"het met (iemand) aan de stok hebben"	Drents
530	"alles blauw laoten"	"nergens werk van maken"	Drents
531	"t houwelk klaor hebben"	"het huwelijk beklonken hebben, het eens zijn"	Drents
532	"te schoor zetten"	"schrap zetten"	Drents
533	"vael uut de hoek komen"	"gemeen uit de hoek komen"	Drents
534	"voel schouwen"	"verdenken, in de gaten houden"	Drents
535	"wal van de woord kunnen"	"welbespraakt zijn"	Drents
536	"de spatten weer smeu hebben"	"de benen weer soepel hebben"	Drents
537	"slim an ' deurgang zijn"	"diarree hebben"	Drents
538	"de bok is daor vet"	"daar kan men potverteren"	Drents
539	"t geét hum deur 'n haard bot"	"het kost hem erg veel moeite"	Drents
541	"een er niet te lief toe hebben"	"iemand iets niet besparen"	Drents
542	"'t mot 'm almaol melkwaarm mokt worden"	"het moet hem allemaal op een presenteerblaadje worden voorgezet"	Drents
543	"de moezen ligt daor dood veur de spinde"	"het is daar armoe troef"	Drents
544	"t braandt hum niet op de nagel"	"hij zit niet om geld verlegen"	Drents
547	"gern eem is op de scheut willen"	"eropuit willen"	Drents
548	"dat schit mij niks"	"dat kan me niets schelen (noot: schieten = schijten)"	Drents
549	"in toezel zijn"	"in de war zijn"	Drents
550	"Hij is uut de tied kommen"	"Hij is overleden"	Drents
601	"ergens abt en voogd zijn"	"heeft daar alles te zeggen, oefent daar een onbeperkten invloed uit, zet alles naar zijn hand"	Gronings
602	"achter de vodden (of: veeren) zitten"	"achter de broek zitten, vervolgen om hem te arresteeren"	Gronings
603	"achter (de) pet zitten"	"bidden of danken bij 't eten"	Gronings
604	"'t brijdste is achter"	"het beste komt nog"	Gronings
605	"achterbaks schoeven"	"laten rusten, op de lange baan schuiven"	Gronings
606	"achter (de) hand hol'n"	"in bewaring houden met het doel om het later te gebruiken"	Gronings
607	"hij komt in 't achtern"	"wordt achterlijk, komt ten achteren, ook als het geldzaken betreft"	Gronings
608	"op zien achterste pooten/hakken goan stoan"	"zeer boos worden"	Gronings
609	"zij mout achter en veur wezen"	"zij moet voor de geheele huishouding zorgen, alles moet zij beredderen"	Gronings
610	"'t is 'n dik ai"	"zij zijn groote maats, zij verkeeren druk met elkander"	Gronings
611	"t gait veur 'n ai en 'n appel weg"	"'t wordt voor een appel en een ei, d.i. voor eene kleinigheid, verkocht"	Gronings
612	"mit de aid op loop wezen"	"spottend van iemand die bv. uit verstrooidheid eene verkeerde boodschap doet (aid = eg)"	Gronings
613	"met iemand mouten aiden en plougen"	"overleg met hem moeten maken, gezamenlijk iets in orde moeten brengen en daarbij elkander wederzijds steunen"	Gronings
614	"met ain kennen aiden en plougen"	"overleg met iemand kunnen maken, gezamenlijk iets in orde moeten brengen en daarbij elkander wederzijds steunen"	Gronings
615	"da 's twalf aier en dartien kukens"	"dat is een bijzonder fortuintje, een trek uit de loterij"	Gronings
616	"hij 's bang veur zien aierkörf"	"hij draagt veel zorg voor zijne gezondheid, eigenlijk: voor zijn lichaam"	Gronings
617	"ieder vogel legt zien aike"	"elk doet zijn best om den baas te spelen, nl. in eene verwarde huishouding"	Gronings
618	"aksie kriegen"	"bekeurd, beboet worden"	Gronings
619	"zij 's op 't alderleste"	"zij kan elken dag bevallen"	Gronings
620	"kantoor moaken"	"leven maken, tieren, luidruchtig zijn"	Gronings
621	"t smoakt alle kanten an"	"het is smakeloos"	Gronings
622	"aan (de) grond liggen"	"aan lagerwal zijn;"	Gronings
623	"'t vour anbinden"	"eene zaak op touw zetten en doordrijven, zooveel als, in goeden zin: de kat de bel aanbinden (vour = voer)"	Gronings
624	"hij het 't vuurtje anböt"	"heeft den twist opgestookt, of ook: is de aanlegger er van"	Gronings
625	"doar wōr 'k anders van"	"ik werd er door getroffen"	Gronings
626	"t anjuk mouten droagen"	"et grootste deel van den last dragen, het moeilijkste werk verrichten"	Gronings
627	"'t woater ansteukeln"	"opstoken, ophitsen, bij een twist"	Gronings
628	"men ken hōm mit gijn hand of vinger anwiezen"	"hij is zeer lichtgeraakt"	Gronings
629	"mit de toonen in de aske zitten"	"in verlegenheid verkeeren"	Gronings
630	"hij (of: zij) duurt gijn vinger in de aske steken"	"hij is lang niet vrij in zijn doen en laten; hij moet in zijn handel en wandel uiterst voorzichtig zijn; ook wel omdat de politie er zeer gestreng is"	Gronings
631	"n de biesterboane zijn"	"in de war"	Gronings
632	"iemand bod geven"	"= roemte geven) = meer vrijheid van handelen toestaan, bv. bij het bieden niet tot eene vaste som beperken"	Gronings
633	"t bōmbamt ʼr zoowat langs"	"ʼt gaat met horten en stooten, met vallen en opstaan"	Gronings
634	"'r tegen bosseln mouten"	"er tegen werken, al zijne krachten inspannen (bosseln = borstelen, schuieren)"	Gronings
635	"iemand iets op brood leggen"	"hem van iets beschuldigen, met iets betichten"	Gronings
636	"dat krigt hij op zien zeer bijn"	"hij moet de kosten dragen, 't gelag betalen;"	Gronings
637	"t gait as 'n bijn, ook: 't gait as 'n tuut"	"'t loopt goed van stapel, van werktuigelijke handelingen gezegd"	Gronings
638	"t beste bijn mout veur (of: veuran)"	"alle krachten moeten worden ingespannen"	Gronings
639	"hij het mie bie 't bijn had"	"hij heeft mij (in geldzaken) beet genomen"	Gronings
640	"gain bijn an grond kennen kriegen"	"ver achterblijven, nl. in een wedstrijd"	Gronings
641	"ik ken 't nijt oet de bijnen snieden"	"ik kan'ter niet geven, gij verlangt het onmogelijke van mij"	Gronings
642	"'t zakt mie in de bijnen, ook: 't zakt mie iene schounen"	"ik zie er tegen op en laat daarom het plan varen, wat vooral betrekking heeft op reizen en uitgaan"	Gronings
643	"'t schut mie in de bijnen, of: 't schut mie iene beenen"	"de schrik schiet mij in de beenen;"	Gronings
644	"t ijne bijn nijt veur 't ander kennen kriegen"	"van zwakte of vermoeidheid niet kunnen loopen"	Gronings
645	"'t nijt langer op de bijnen hollen kennen"	"door ongesteldheid naar bed moeten"	Gronings
646	"mit ('t) verkeerde bijn oet ('t) ber stapt zijn"	"verdrietig, knorrig zijn"	Gronings
647	"'k zel die bijnen moaken!"	"maak dat gij wegkomt!"	Gronings
648	"de bijnen (ook: de hakken) oetsteken"	"eenigszins spottend voor: sterven"	Gronings
649	"hij gait 'r an de toeten tou deur"	"hij is een groote losbol"	Gronings
650	"hij kreeg 'n figge mit 'n dalles"	"spottend voor: hij kreeg hoegenaamd niets"	Gronings
651	"krigst wat op flarren (op lappen)"	"'k zal u een pak slaag geven"	Gronings
652	"'t wel flikken zellen"	"het wel in goede orde brengen"	Gronings
653	"in de foek loopen"	"in het net loopen, zich laten beet nemen"	Gronings
654	"te gast goan"	"veel genoegen smaken (bij v. Dale: aan iets te gast gaan)"	Gronings
655	"ain 't hemd van 't gat vragen"	"hem uit nieuwsgierigheid de onbescheidenste vragen doen"	Gronings
656	"'t gad (ook: de neers) oet de hoaken loopen"	"een eind zeer driftig loopen, inzonderheid van vrouwen"	Gronings
657	"de bijnen oet 't gad loopen"	"hard en driftig loopen;"	Gronings
658	"iemand wat an 't gad (of: an de kōnd) zetten"	"geld van hem leenen of iets van hem koopen zonder te betalen"	Gronings
659	"'t zit op zien gad"	"de zaak of het werk kan voorloopig of ook wel in 't geheel geen voortgang hebben"	Gronings
660	"gijn hemd om 't gad hebben"	"doodarm zijn"	Gronings
661	"dei schounen hebben wat om 't gad kregen"	"hebben belangrijke herstellingen ondergaan en dat heeft geld gekost"	Gronings
662	"zij het 't gad moar even an stoul had"	"zij heeft maar een oogenblikje bij ons vertoefd"	Gronings
663	"'t gad omgooien"	"op een genomen besluit terugkomen, eene belofte intrekken"	Gronings
664	"tegen 't gad anschōppen"	"slordig, ordeloos behandelen, er zich afmaken"	Gronings
665	"veur zien olle gad wat wegproaten, weglijgen, enz."	"als in één adem voortliegen, praten, enz"	Gronings
666	"zij hangen in 't gad"	"zij zijn haast niet mee te krijgen, men moet ze meesleepen, bv. wanneer sommigen van het gezelschap niet willen vertrekken, of: wanneer men het den voorrijder (op schaatsen) moeilijk maakt, of: als de kerkgangers te langzaam zingen, enz."	Gronings
667	"achter 't gad loopen"	"naloopen om bv. eene schuld betaald te krijgen"	Gronings
668	"in ʼt gemoak zitten"	"zich vermaken, feestvieren, enz."	Gronings
669	"nijt goud gestreud wezen"	"slecht gemutst zijn, slecht geluimd zijn. Van vee ontleend dat geen strooisel genoeg heeft om er gemakkelijk op te kunnen liggen. (gestreud = gestrooid)"	Gronings
670	"'t gras kennen heuren wassen/gruien"	"hij is in de hoogste mate eigenwijs"	Gronings
671	"hij let'r gijn gras over wassen"	"hij maakt er terstond werk van, stelt het niet uit"	Gronings
672	"op zien leste gras wezen"	"wordt van voorwerpen gezegd die op het punt staan om buiten gebruik gesteld te worden, omdat zij niet voor herstelling vatbaar zijn"	Gronings
673	"in de grond zinken"	"'t als besterven van schrik"	Gronings
674	"in de gustwaide loopen"	"een best kosthuis hebben en weinig of geen werk verrichten, een lui en lekker leventje hebben"	Gronings
675	"an de hakken trekken"	"loopen gaan, vluchten"	Gronings
676	"de hakken (of: de hak) opnemen"	"loopen gaan, vluchten"	Gronings
677	"de hakken zijn loaten"	"zich er niet meer aan gelegen laten of er zich mee bemoeien, bv. een meisje in den steek laten, zijne schulden niet betalen"	Gronings
678	"de hakken lös hebben"	"niet aan huis gebonden zijn, vrij kunnen uitgaan"	Gronings
679	"'t het nijt veul om de hakken"	"het heeft niet veel om 't lijf. Dit zeggen zou ontleend zijn aan de bijen die het stuifmeel of was tusschen de oksels van de achterpooten naar den korf brengen."	Gronings
680	"de hakken wenden"	"zich verwijderen, vertrekken"	Gronings
681	"'n bult strōnt om hakken hebben"	"zich groot voordoen, praalziek zijn"	Gronings
682	"de hakken oetsteken"	"onverschillige uitdrukking voor: sterven"	Gronings
683	"'t nijt deur de hals kennen kriegen"	"'t niet lusten"	Gronings
684	"iemand iets op de hals of verbijden"	"ten strengste verbieden"	Gronings
685	"iemand iets an de hals hangen"	"een geheim toevertrouwen; meestal met nijt voorop, want het veronderstelt dat zoo iemand er mede te koop loopt"	Gronings
686	"'n goud gat in de hals hebben"	"hard kunnen zingen, schreeuwen, enz."	Gronings
687	"hij het mie de hals vōl logen"	"alles wat hij mij vertelde was gelogen"	Gronings
688	"zit mie 'n kloet veur de hals"	"eene stop voor de keel waarvoor ook:'n tolhek in de hals hebben; de hals is mie dreug; de hals zit mie dicht"	Gronings
689	"men ken hōm mit 'n metworst de hals oetsnieden"	"hij is een sul, een bloed"	Gronings
690	"'t met iemand an de hals kriegen"	"twist met hem krijgen"	Gronings
691	"hij gait te hard van streek"	"het begin is al te mooi, hij houdt het zoo niet vol, het gaat hem te veel voor den wind"	Gronings
692	"de wind deur de hekken waien loaten"	"eene geschikte gelegenheid ongebruikt laten voorbijgaan"	Gronings
693	"d'r mit de gladde hoed afkomen"	"er heelhuids afkomen"	Gronings
694	"ain dicht op (de) hoed zitten"	"zóó zitten dat men hem aanraakt, te dicht bij hem zitten"	Gronings
695	"niks in de hoed kriegen"	"nets eten"	Gronings
696	"in 'n slechte hoed zitten"	"ziekelijk, sukkelend zijn"	Gronings
697	"'k heb kolle ien hoed"	"ik heb koude gevat en gevoel mij daarom niet wel (hoed = huid)"	Gronings
698	"hij wōl nijt oet hoed"	"hij wilde geen flink bod doen, hij bood geen geld genoeg (hoed = huid)"	Gronings
