sentence_id	original	translation	gloss	grammaticality	sentence_answerset_id	sentence_strategy_id
190	"In iemands schoenen/plekken (niet) willen terden/staan/zijn/stappen/zitten "	"to (not) like to be in someone else's shoes (Lit.: to (not) want to tread/stand/be/step/sit in someone's shoes/places)"	"in someone.POSS shoe.PL/place.PL (not) want tread/stand/be/step/sit"	ok	Brugs	3023
191	"Met iemand geen kanten [weg kunnen/kunnen akkeren]"	"to not see eye to eye with someone (Lit.: to not be able to get away sides / plough sides with someone)"	"with someone no side.PL [away can/can acre.INF] "	ok	Brugs	3505
192	"Er geen huis mee kunnen houden "	"to not see eye to eye with someone (Lit.: to not be able to hold house with someone)"	"there no house with can hold"	ok	Brugs	4977
193	"Ze willen magré voort doen "	"they want to continue without stopping, urgently, with haste, at all costs (Lit.: they want to do further urgently)"	"they want urgently forth do"	ok	Brugs	4985
194	"Ik zou uit mijn sluffers/savatten niet gaan voor in zijn schoens te kruipen "	"I wouldn't want to switch (social) classes/standing with him (Lit.: I would not go out of my slippers to crawl in his shoes)"	"I would out my.PL slipper.PL/slipper.PL not go for in his.PL shoe.PL to crawl"	ok	Brugs	4017
195	"Geen strood zouden verleggen "	"he is a huge lazy bones (Lit.: he would not move a straw)"	"no straw would-he relocate"	ok	Brugs	4027
196	"Dat zou niet dienen voor nen pauw / voor een pauwkleed "	"it's a piece of clothing/fabric with very ugly colours or of bad quality (Lit.: that couldn't be used for a peacock / as the dress of a peacock) "	"that would not serve for a.INDF.M peacock / for a.INDF.N peacock-dress"	ok	Brugs	3981
197	"Ik zou (niet) in zijn schoenen willen staan "	"I would (not) want to be him (Lit.: I would (not) want to stand in his shoes)"	"I would (not) in his.PL shoe.PL want stand"	ok	Brugs	4978
198	"Marsganck/magré voort gingen "	"he continued without stopping, urgently, with haste, at all costs (Lit.: he went further at mars pace / he went further urgently)"	"mars-pace/urgently further go.PST-he"	ok	Brugs	3952
199	"Zo pineu/dupe deden "	"he was very crestfallen, disappointed (Lit.: he acted very much as a dupe) "	"so dupe.ADJ/dupe.ADJ do.PST-he"	ok	Brugs	3982
200	"Ik zie de galge in uw ogen "	"I recognize the devil in you (Lit.: I see the gallows in your eyes)"	"I see the.SG.F gallows in your.PL eye.PL"	ok	Brugs	3860
201	"Hij springt maar op één been meer "	"things in his life are unstable, shaky, staggering, but he no longer has the strength/power to do anything about it (Lit.: he is only jumping on one leg anymore) "	"he jumps but on one leg more "	ok	Brugs	3827
202	"Er is geen draad/been aan gebroken "	"that doesn't obstruct/hinder things/matters (Lit.: there is no thread/leg broken on it)"	"there is no thread/leg on break.PTCP"	ok	Brugs	3848
203	"Er zijn daar geen eieren/eiers aan gebroken"	"that doesn't obstruct/hinder things/matters (Lit.: there are no eggs broken on it there)"	"there are there no egg.PL/egg.Pl on break.PTCP"	ok	Brugs	4979
204	"Zijn loop gaan halen "	"to refuse to do something with force OR he will not achieve what he wants to achieve (Lit.: to go fetch his ?barrel/?run)"	"his.SG.M ?barrel/?run go fetch"	ok	Brugs	2705
205	"De/die keerse zullen uitblazen "	"to pay the fine OR to die (Lit.: will blow out the/that candle)"	"the.SG.F/that candle will out-blow"	ok	Brugs	3914
206	"Er zijn katten van zullen spreken "	"to wait to accept a proposal (Lit.: will speak to his cats about it)"	"there his.PL cat.PL of will speak"	ok	Brugs	3903
207	"Den aap luizen "	"to be lazy (Lit.: to louse the monkey)"	"the.SG.M monkey louse"	ok	Brugs	2312
208	"Den boventoon zingen "	"to dominate, rule over someone, to be higher and more powerful than the others (Lit.: to sing the overtone)"	"the.SG.M overtone sing"	ok	Brugs	2325
209	"De breeveertien uithangen/laten waaien "	"to spend a lot of money, lavishly (Lit.: to hang out / wave the flag with a length of fourteen ells) "	"the.SG.F broad-fourteen out-hang/let blow"	ok	Brugs	2326
210	"Den stap doorterten/doortrappen "	"to make a decision OR to go fast (Lit.: to tread/step through the step)"	"the.SG.M step through-tread/through-step"	ok	Brugs	2333
211	"Een tukje/tukske gaan halen (elders) OF een tukje/tukske doen "	"to sleep a while (Lit.: to go fetch a nap / to do a nap)"	"a.INDF.N nap.DIM/nap.DIM go fetch (elsewhere) OR a.INDF.F nap.DIM/nap.DIM do"	ok	Brugs	2482
212	"Een kluchtje slaan/doen/zeggen/vertellen "	"to do pleasantries, to tell a joke (Lit.: to hit/do/say/tell a little farce)"	"a.INDF.N farce.DIM hit/do/say/tell "	ok	Brugs	2538
213	"Een ei ophebben "	"to be shy, crestfallen, to be afraid (Lit.: to have ?eaten an egg / to have an egg ?up one's ass) "	"a.INDF.F egg on-have"	ok	Brugs	2478
214	"Een kop (op) hebben "	"to be stubborn (Lit.: to have on a head)"	"a.INDF.M head (on) have"	ok	Brugs	2490
215	"Ik doe hem den baard af "	"to outpace someone, to outwit someone, to disregard someone, to not take someone into account (Lit.: I take off his beard) "	"I do him the.SG.M beard off"	ok	Brugs	3218
216	"Ik geef hem den pap in den mond "	"to almost give him the solution (Lit.: I put the porridge in his mouth)"	"I give him the.SG.M porridge in the.SG.M mouth"	ok	Brugs	3555
217	"De neus opsteken/opkrullen "	"to react in a reluctant, uncooperative manner (Lit.: to put up/curl up one's nose)"	"the.INDF.M nose up-put/up-curl "	ok	Brugs	2382
218	"Het hoofd in den schoot leggen "	"to subject oneself (Lit.: to lay one's head in one's lap)"	"the.SG.N head in the.SG.M lap lay"	ok	Brugs	3382
219	"Iemands tonge pellen"	"to interrogate someone (Lit.: to peel someone's tongue)"	"someone.POSS tongue peel "	ok	Brugs	2736
220	"Iemand zijn zaligheid zeggen/geven "	"to reprimand someone severely (Lit.: to say/give someone his salvation)"	"someone his salvation say/give"	ok	Brugs	3253
221	"Iemand zijn geld afplooschen/afluizen/aftroggelen "	"to get someone's money by begging, by being sneaky (Lit.: to fluff off/louse off/pinch off someone's money)"	"someone his.SG.N money off-fluff/off-louse/off-pinch"	ok	Brugs	3250
222	"In 't achtergat gestompt worden "	"to be neglected (Lit.: to be thumped in the behind/butt)"	"in the.SG.N behind-butt thump.PTCP become"	ok	Leuvens	4935
223	"Van de hand van God geslagen zijn "	"to be surprised, flabbergasted, astonished (Lit.: to be hit by the hand of God)"	"of the hand of God hit.PTCP be "	ok	Leuvens	4936
224	"Met (de) klank aan de deur gezet worden "	"to be thrown out roughly (Lit.: to be put at the door with noise)"	"with (the.SG.M) sound on the.SG.F door put.PTCP become"	ok	Leuvens	4937
225	"Ons gestolen zijn "	"to have died too young/too soon/too quickly (Lit.: to be stolen from us)"	"us steal.PTCP be"	ok	Leuvens	4938
226	"Azijn gedronken hebben "	"to have a sour look, to be bitter, to embitter someone's life, to think/act negatively (Lit.: to have drunk vinegar)"	"vinegar drink.PTCP have"	ok	Leuvens	4939
227	"Ze heeft een pakske opgeraapt "	"she is pregnant and she doesn't know who the baby's father is (Lit.: she has picked up a small package) "	"she has a.INDF.N package.DIM up-pick.PTCP"	ok	Leuvens	4940
228	"Den (hoofd-)vogel afgeschoten hebben "	"to have done something wonderful, wondrous, marvellous, miraculous (Lit.: to have shot the (main) bird)"	"the.SG.M (head-)bird off.shoot.PTCP have"	ok	Leuvens	4941
229	"Uw handjes mogen kussen "	"(you should) be content, happy (Lit.: you may kiss your small hands)"	"your.PL hand.DIM.PL may kiss"	ok	Leuvens	4942
230	"Van zijn tien vingeren moeten leven "	"to only have his job in his life (Lit.: to have to live off his ten fingers) "	"off his.PL ten finger.PL must live"	ok	Leuvens	4943
231	"Voor iets willen tekenen "	"to accept something, to be at peace with something, to be content with something (Lit.: to want to sign for something)"	"for something want sign"	ok	Leuvens	4944
232	"Iemand niet thuis kunnen brengen "	"to not recognise someone (Lit.: to not be able to bring someone home)"	"someone not home can bring"	ok	Leuvens	4945
233	"De gebraden vogels zouden moeten in zijnen mond vliegen "	"to be lazy, to get something without working for anything (Lit.: the roasted birds would have to fly in his mouth)"	"the.PL roast.PTCP bird.PL would must in his.SG.M mouth fly"	ok	Leuvens	4946
234	"Uw hart zou bloeien/bloeden "	"to experience a lot of emotional pain, for example because of having lost something (Lit.: your heart would bleed)"	"your.SG.N heart would bleed/bleed"	ok	Leuvens	4947
235	"Zijne tong hing uit zijnen mond "	"to be exhausted from playing sports or working (Lit.: his tongue was hanging out of his mouth) "	"his.SG.F tongue hang.PST out his.SG.M mouth"	ok	Leuvens	4948
236	"Het woord lag op mijn tong "	"to be allowed/able the say the word (in full) (Lit.: the word was lying on my tongue)"	"the.SG.N word lie.PST on my.SG.F tongue"	ok	Leuvens	4949
237	"Er steekt/zit geen avance in iemand "	"to not make progress in a job (Lit.: there is no advance in someone)"	"there inserts/sits no advance in someone"	ok	Leuvens	4950
238	"Zo gaat den ballon niet op "	"that's not how I understand it, I don't agree with that, we can't continue that way (Lit.: that's not how the balloon rises)"	"so goes the.SG.M balloon not up"	ok	Leuvens	4951
239	"Op zijnen kop gaan staan "	"It's not going to happen (because you don't agree with it) (Lit.: to go stand on his head)"	"on his.SG.M head go stand"	ok	Leuvens	4952
240	"Het zal zijn arme ziel niet baten "	"it cannot help that unfortunate person (Lit.: it will not benefit his poor soul)"	"it will his.SG.F poor soul not benefit"	ok	Leuvens	4953
241	"Den meester spelen "	"to be the chief, the boss (Lit.: to play the master)"	"the.SG.M master play"	ok	Leuvens	4954
242	"De broek dragen "	"to be the boss (Lit.: to wear the pants)"	"the.SG.F pants wear "	ok	Leuvens	4955
243	"Den bal misslogen"	"to be wrong, mistaken (Lit.: to hit the ball wrong)"	"the.SG.M ball wrong-hit "	ok	Leuvens	4956
244	"De plaat poetsen "	"to run off silently (Lit.: to clean the plate)"	"the.SG.F plate clean"	ok	Leuvens	4957
245	"Het leven laten "	"to die (Lit.: to let the life)"	"the.SG.N life let"	ok	Leuvens	4958
246	"Een bésteling(=borsteling)/rammeling krijgen "	"to be defeated in a fight/game (Lit.: to get a brushing/beating)"	"a.SG.F brushing/beating get "	ok	Leuvens	4959
247	"Een saus meekrijgen "	"to be told the truth (Lit.: to be provided with a sauce)"	"a.INDF.F sauce with-get"	ok	Leuvens	4960
248	"Een buiksken krijgen "	"to become fat (Lit.: to get a belly) "	"a.SG.N belly.DIM get"	ok	Leuvens	4961
249	"Een keel openzetten "	"to scream (Lit.: to open up a throat)"	"a.SG.F throat open-put"	ok	Leuvens	4962
250	"Een teil binden"	"to talk for a very long time, to nag (Lit.: to bind a tub)"	"a.SG.F tub bind"	ok	Leuvens	4963
251	"Nen post pakken "	"to be thrown out, to be shown the door, to be sent away, to be fired, to be reprimanded (Lit.: to grab a post) "	"a.INDF.M post grab"	ok	Leuvens	4964
252	"Een zaag spannen/smeren "	"to talk tediously for a long time, to whine, to nag (Lit.: to tighten/grease a saw)"	"a.INDF.F saw tighten/smear"	ok	Leuvens	4965
253	"Iemand de rug keeren "	"to no longer want to have contact with someone (Lit.: to turn one's back to someone)"	"someone the.SG.M back turn"	ok	Leuvens	4966
254	"Iemand den mond stoppen "	"to shut someone up, to silence someone (Lit.: to stop someone's mouth)"	"someone the.SG.M mouth stop"	ok	Leuvens	4967
255	"Iemand zand in de ogen werpen/strooien "	"to lie (Lit.: to threw/strew sand in someone's eyes)"	"someone sand in the.PL eye.PL throw/strew"	ok	Leuvens	4968
256	"Iemand de prang/het mes op de keel zetten "	"to force someone to tell something he doesn't want to (Lit.: to put the clamp/knife on someone's throat)"	"some the.SG.F clamp/the.SG.N knife on the.SG.F throat put"	ok	Leuvens	4969
257	"De handen uit de mouwen steken "	"to help someone, to work hard, to start working (Lit.: to put one's hands out of one's sleeves)"	"the.PL hand.PL out the sleeve.PL put"	ok	Leuvens	4970
258	"Iemand onder de handen nemen"	"to tell (someone) the truth (Lit.: to take someone under one's hands)"	"someone under the.PL hand.PL take"	ok	Leuvens	4971
259	"Met de dood op het lijf zitten "	"to be terrified, to be scared (Lit.: to sit with the death on one's body)"	"with the.SG.F death on the.SG.N body sit"	ok	Leuvens	4972
260	"Onzen Lieven Heer zijn ogen uitsteken "	"to be too demanding (Lit.: to stab Our Dear Lord's eyes out)"	"our.SG.M dear.SG.M Lord his.PL eye.PL out-stab"	ok	Leuvens	4973
261	"Rap op zijn tenen getrapt zijn "	"to be easily offended (Lit.: to be stepped on his toes quickly)"	"fast on his.PL toe.PL step.PTCP be"	ok	Loois	1313
262	"Van de hand van God geslagen zijn "	"to be bewildered, perplexed, horror-struck (Lit.: to be hit by the hand of God)"	"of the.SG.F of God hit.PTCP be"	ok	Loois	1133
263	"Een oude kapel moet versierd worden "	"an elderly lady needs to get all dressed up, should wear nice clothes and jewellery, should put on make-up (Lit.: an old chapel has to be decorated) "	"a.INDF.F old chapel must decorated.PTCP be"	ok	Loois	1086
264	"Ze waren al aan het zingen "	"they were celebrating too early, they were acting prematurely/rashly (Lit.: they were singing already)"	"they were already on it sing.INF"	ok	Loois	1320
265	"In zijn gat hebben gebeten"	"to be angry, furious / to have offended someone (Lit.: to have bitten in his ass)"	"in his.SG.N butt have bit.PTCP "	ok	Loois	1152
266	"Zijn kap over de haag hebben gesmeten "	"to quit his (religious) job, to resign (from religious services) (Lit.: to have thrown his hood over the hedge) "	"his hood over the hedge have throw.PTCP"	ok	Loois	1295
267	"Van het camion zijn gevallen"	"to be stolen (Lit.: to have fallen off the truck)"	"from the.SG.N truck be fall.PTCP "	ok	Loois	1243
268	"Niet op zijn bek zijn gevallen "	"to talk a lot, to always have something to say (can be positive or negative) (Lit.: to not have fallen on his beak)"	"not on his.SG.M beak be fall.PTCP"	ok	Loois	1146
269	"Je moet nen oude aap geen smul leren trekken "	"you shouldn't want to prescribe rules of behaviour to an older person, you shouldn't want to teach new tricks to an older person (Lit.: you must not teach an old monkey to make faces)  "	"you must a.INDF.M old monkey no face learn pull"	ok	Loois	1258
270	"Op een oude fiets/velo moet je leren rijden "	"young men should first practise having sex with an older women (Lit.: you have to learn to ride on an old bicycle)"	"on a.INDF.M bicycle/bicycle must you learn ride"	ok	Loois	4982
271	"De Jan willen uithangen "	"to want to be the most important person in the group, the ringleader, the top dog (Lit.: to want to behave as the John) "	"the.SG.M John want out-hang"	ok	Loois	4983
272	"Mijn draai niet kunnen krijgen/vinden "	"to not feel at home (Lit.: to not be able to get/find my turn)"	"my.SG.M turn not can get/find"	ok	Loois	1127
273	"Geen ogen genoeg/ogen te kort hadden "	"he didn't know where to look first (Lit.: he didn't have enough eyes / he had a shortage of eyes)"	"no eye.PL enough/eye.PL too short have.PST.3SG-he"	ok	Loois	1116
274	"Daar was geen kat "	"(almost) no-one was there (Lit.: there wasn't a cat there)"	"there be.PST.3SG no cat"	ok	Loois	1324
275	"Ze deden het in hun broek "	"they were afraid, frightened (Lit.: they were shitting their pants)"	"they do.PST.3PL it in their.SG.F pants"	ok	Loois	1272
276	"Den dam is afgegaan "	"his health is going downhill (Lit.: the dam has ?failed) "	"the.SG.M dam is off-go.PTCP"	ok	Loois	1064
277	"Hij zit rap op zijn paard "	"he is short-tempered (Lit.: he quickly sits on his horse) "	"he sit.3SG fast on his horse"	ok	Loois	1312
